"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Description","Further Funding Org","Further Funding Dept","Sector","Country","Currency","Amount","Fund Start Date","Fund End Date","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","MR/K02325X/1","Research Grant","Further Funding","Newcastle University","Inst of Health and Society","Adamson","Ashley","http://orcid.org/0000-0003-3735-2846","Evaluation of the Stockton on Tees ECO scheme","Government of the UK",,"Public","United Kingdom","GBP","40915.0","02/2016","10/2016","56deebbf407746.10700483","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56deebbf407746.10700483&grantRef=MR%2FK02325X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K02325X/1","16A63D3D-2686-49DB-AE2B-654AC332D743","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","BF337FE9-2BEB-456E-AF77-8F2563B62C38"
"NERC","NE/T010118/1","Research Grant","Further Funding","University of Nottingham","Faculty of Engineering","Large","David","http://orcid.org/0000-0003-0559-8526","Use of InSAR to monitor Peatland Action sites","NatureScot",,"Public","United Kingdom","GBP","100000.0","07/2019","07/2023","5e53f902bde3a4.58820356","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e53f902bde3a4.58820356&grantRef=NE%2FT010118%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T010118/1","4350D664-4FB4-420B-8180-2E02637FCB90","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","936D002F-A8D1-4A93-AE5D-825ED0903D8D","65200890-F428-469B-B34B-2E5FF62096B3"
"NERC","NE/T009268/1","Research Grant","Further Funding","Royal Holloway, University of London","Earth Sciences","Fisher","Rebecca","","Discovering reasons for global atmospheric methane growth using deuterium isotopes","Natural Environment Research Council",,"Public","United Kingdom","GBP","560967.0","08/2020","09/2023","602fb410dfa775.78724492","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=602fb410dfa775.78724492&grantRef=NE%2FT009268%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T009268/1","DB2D48FE-684E-45F2-AAE2-C227A6D930C9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7A0397DD-E0C6-4EA3-8031-B841D2503C4D","826147D7-1049-4449-B0F3-7F266177E178"
"NERC","NE/R017921/1","Research Grant","Further Funding","University of Nottingham","Faculty of Engineering","Large","David","http://orcid.org/0000-0003-0559-8526","Peatland condition monitoring solution development and validation using GNSS","United Kingdom Research and Innovation","Research England","Public","United Kingdom","GBP","30000.0","02/2020","09/2020","5e53fdbac11ad8.28847166","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e53fdbac11ad8.28847166&grantRef=NE%2FR017921%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R017921/1","DE33037D-3E73-4F42-A71D-F57303F95A5C","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","936D002F-A8D1-4A93-AE5D-825ED0903D8D","65200890-F428-469B-B34B-2E5FF62096B3"
"NERC","NE/P020887/1","Research Grant","Further Funding","University of Southampton","Faculty of Engineering & the Environment","Thornton","Blair","http://orcid.org/0000-0003-4492-622X","Autonomous Techniques for anthropogenic Structure Ecological Assessment (AT-SEA)","Natural Environment Research Council",,"Public","United Kingdom","GBP","167175.0","03/2020","03/2023","6034e5550f1000.08121156","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6034e5550f1000.08121156&grantRef=NE%2FP020887%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P020887/1","96E60A8C-30B1-4816-B010-A0D96B36F1BA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","30A429E3-83B7-4E41-99C0-14A144F07DFE","F0529F98-B99C-4034-A4A0-904FEA163DCD"
"NERC","NE/P014100/1","Research Grant","Further Funding","University of Nottingham","Faculty of Engineering","Large","David","http://orcid.org/0000-0003-0559-8526","Peatland condition monitoring solution development and validation using GNSS","United Kingdom Research and Innovation","Research England","Public","United Kingdom","GBP","30000.0","02/2020","09/2020","5e53fdbac11ad8.28847166","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e53fdbac11ad8.28847166&grantRef=NE%2FP014100%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P014100/1","25D57752-C792-4187-923C-B52FD86C3ECB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","936D002F-A8D1-4A93-AE5D-825ED0903D8D","65200890-F428-469B-B34B-2E5FF62096B3"
"NERC","NE/P014100/1","Research Grant","Further Funding","University of Nottingham","Faculty of Engineering","Large","David","http://orcid.org/0000-0003-0559-8526","Use of InSAR to monitor Peatland Action sites","NatureScot",,"Public","United Kingdom","GBP","100000.0","07/2019","07/2023","5e53f902bde3a4.58820356","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e53f902bde3a4.58820356&grantRef=NE%2FP014100%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P014100/1","25D57752-C792-4187-923C-B52FD86C3ECB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","936D002F-A8D1-4A93-AE5D-825ED0903D8D","65200890-F428-469B-B34B-2E5FF62096B3"
"BBSRC","BB/P02372X/1","Research Grant","Further Funding","University of York","Biology","McQueen-Mason","Simon","http://orcid.org/0000-0002-6781-4768","Bio-Manufacturing textiles from waste","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","628992.0","08/2020","08/2022","62261733f2b052.92545090","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=62261733f2b052.92545090&grantRef=BB%2FP02372X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P02372X/1","CFF3F0CE-36FD-472C-92D9-2CC6B38234E1","2512EF1C-401B-4222-9869-A770D4C5FAC7","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","D1FB8C97-96F7-403C-B5D2-A06331D8190F"
"BBSRC","BB/L027097/1","Research Grant","Further Funding","Aberystwyth University","IBERS","Gallagher","Joseph","","Newton Bhabha Industrial Waste BIOREVIEW","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","1001109.0","08/2018","08/2021","5c77cc13aa2cb3.25528358","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c77cc13aa2cb3.25528358&grantRef=BB%2FL027097%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L027097/1","F6200FDC-C625-4805-BD48-B14BC7B29C2B","2512EF1C-401B-4222-9869-A770D4C5FAC7","E4757A6E-7326-472B-9979-B47D77A65446","5EB9050A-44F7-441F-86BF-B8EA2831E009"
"EPSRC","EP/F039867/1","Research Grant","Further Funding","University of Reading","Construction Management and Engineering","Yao","Runming","","Progressing Eco-city Policies into Main-stream Practice","Foreign Commonwealth and Development Office (FCDO)",,"Public","United Kingdom","GBP","325120.0","06/2011","06/2012","5ecb47ee5ecb480c","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5ecb47ee5ecb480c&grantRef=EP%2FF039867%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/F039867/1","FE4246B3-EFC4-498F-9C29-1804D6409721","798CB33D-C79E-4578-83F2-72606407192C","E89C3602-0FB4-4044-A918-58966B8A10B2","BE6A7650-DB9C-4010-A8E3-D342A136345A"
"NERC","NE/R000859/1","Research Grant","Further Funding","University of Aberdeen","Inst of Biological and Environmental Sci","Reid","Jane","","Early-life eco-evolutionary dynamics of variable seasonal migration","Research Council of Norway",,"Public","Norway","NOK","1.1966E7","09/2021","06/2025","622b1b1a8fc128.71872983","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622b1b1a8fc128.71872983&grantRef=NE%2FR000859%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R000859/1","B55C57FD-948E-4978-BB1E-4976252B2265","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F7E13617-2678-475B-99E4-31479C92038D","4930D7E7-2FE9-490E-9324-F06FD3A4BD81"
"EPSRC","EP/K021117/1","Research Grant","Further Funding","University of Nottingham","Faculty of Engineering","Grant","David","http://orcid.org/0000-0002-6786-7720","Ocean-REFuel - Ocean Renewable Energy Fuels","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1710223.0","07/2021","08/2026","623095883d3454.81667224","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=623095883d3454.81667224&grantRef=EP%2FK021117%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K021117/1","E6EA7420-C654-45CA-89DC-79A147387906","798CB33D-C79E-4578-83F2-72606407192C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","508F5FAC-68BE-4E8C-8D22-45A317958892"
"EPSRC","EP/R045518/1","Research Grant","Further Funding","Imperial College London","Energy Futures Lab","Green","Tim","http://orcid.org/0000-0003-3893-2439","Ocean-REFuel - Ocean Renewable Energy Fuels","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","939296.0","12/2021","11/2026","622f9032e5e7a7.51210869","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622f9032e5e7a7.51210869&grantRef=EP%2FR045518%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R045518/1","BC392FA6-9126-4785-A848-415379065831","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","5CA3274E-E654-4C46-81FB-F1EB430D265A"
"NERC","NE/L014068/1","Fellowship","Further Funding","Scottish Association For Marine Science","Scottish Association For Marine Science","Miller","Raeanne","","Offshore Renewable Energy Catapult Feasibility Studies","Offshore Renewable Energy Catapult",,"Charity/Non Profit","United Kingdom","GBP","10000.0","07/2014","01/2015","56ddb4e3d58632.21940285","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56ddb4e3d58632.21940285&grantRef=NE%2FL014068%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L014068/1","4635AFB4-08E9-411B-AF58-8A573AB02585","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","1ED25A21-FD91-4EC2-A06F-724F9F2CDC3D","807C9700-0DA5-4CA5-B371-46C62F364FCE"
"ESRC","ES/S012257/1","Research Grant","Further Funding","Cardiff University","Sch of Psychology","Whitmarsh","Lorraine","","Ocean-Fuel - Ocean Renewable Energy FuelsRE","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1783051.0","07/2021","08/2026","621f576e0a9fd8.05721333","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=621f576e0a9fd8.05721333&grantRef=ES%2FS012257%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S012257/1","8A482C42-D021-4C9B-9997-A2A0D268001E","924BE15C-91F2-4AAD-941A-3F338324B6AE","9C10D78F-6430-4CA7-9528-B96B0762A4C6","CA804527-F81E-4D4E-9E42-0A16805FA9D2"
"NERC","NE/M005208/1","Research Grant","Further Funding","University of Plymouth","Marine Institute","Attrill","Martin J.","","Contribution to monitoring the recovery of reef fauna in Lyme Bay","Natural England",,"Charity/Non Profit","United Kingdom","GBP","80000.0","06/2014","06/2016","56dda02b807591.63403757","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56dda02b807591.63403757&grantRef=NE%2FM005208%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M005208/1","E10E2F67-235B-4984-893F-C554BBF2BC04","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7801F008-7C77-45E7-90E9-4345B47D138E","77BAA9C4-341E-40EB-84F9-D9A64A6608EE"
"NERC","NE/G013829/1","Fellowship","Further Funding","University of Oxford","Earth Sciences","Vaks","Anton","","Reconstruction of Pliocene-Middle Pleistocene evolution of Siberian permafrost using U-Pb dating of speleothems","Natural Environment Research Council",,"Public","United Kingdom","GBP","295620.0","02/2013","01/2015","5edfd6145edfd628","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5edfd6145edfd628&grantRef=NE%2FG013829%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G013829/1","DE2664F2-9AF0-49E6-9ACC-AAD086A5FDB9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","9E434EF4-2593-452A-A835-4F3A9CA7968E"
"BBSRC","BBS/E/T/000PR6193","Intramural","Further Funding","Earlham Institute","UNLISTED","Swan","Daniel","","sLoLa - Renewable Industrial Products from Rapeseed (RIPR)","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","299973.0","01/2014","12/2018","5aa1508c7bc3f6.02657597","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5aa1508c7bc3f6.02657597&grantRef=BBS%2FE%2FT%2F000PR6193","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/T/000PR6193","7CF9B856-3831-4E09-BBBB-11C252BFC494","2512EF1C-401B-4222-9869-A770D4C5FAC7","B7B056A3-95CE-4F90-9F31-708B4612610D","A3DD2ABC-D15C-49BC-80DE-AE40EF521AA5"
"EPSRC","EP/F061978/1","Research Grant","Further Funding","Newcastle University","NIRES Newcastle Inst for Res on Env &Sus","Roskilly","Anthony Paul","","Dual fuel CHP system using renewable fuels","The Leverhulme Trust",,"Charity/Non Profit","United Kingdom","GBP","47772.0","12/2009","04/2012","r-9115432723.532833068cffdc","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=r-9115432723.532833068cffdc&grantRef=EP%2FF061978%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/F061978/1","D03556A8-41A3-45E0-AE74-5E0B234AFB3C","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","F82F8F2D-B624-4B19-ABBC-CB0D581A4D87"
"EPSRC","EP/I037326/1","Research Grant","Further Funding","Lancaster University","Engineering","Ma","Xiandong","","Renewable generation technologies for urban farming techniques","Engineering and Physical Sciences Research Council (EPSRC)","Impact Acceleration Account Lancaster","Academic/University","United Kingdom","GBP","10000.0","06/2014","08/2015","54639f6b9dc367.20950130","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=54639f6b9dc367.20950130&grantRef=EP%2FI037326%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I037326/1","367A5B13-1C0C-4D61-B8FE-82B8C51E1D48","798CB33D-C79E-4578-83F2-72606407192C","44160F04-5CBF-4E8E-A6C6-C0EF61A5865C","9813DE23-B413-415C-B486-28AD553F5E12"
"EPSRC","EP/K030957/1","Research Grant","Further Funding","University of Nottingham","Sch of Biosciences","Foster","Timothy","","BBSRC NIBB Food Waste Net","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","50000.0","07/2015","02/2016","56d6e9e9e40c76.99252850","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56d6e9e9e40c76.99252850&grantRef=EP%2FK030957%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K030957/1","69596548-B590-4E5D-A3EF-06898B4929AF","798CB33D-C79E-4578-83F2-72606407192C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","4A82EDAB-BE2D-4894-92B8-C8FA804E8017"
"EPSRC","EP/E039995/1","Research Grant","Further Funding","University of Leeds","Energy Resources Research Unit","Jones","Jenny","http://orcid.org/0000-0001-8687-9869","ETI Energy from Waste (Cranfield)","Energy Technologies Institute (ETI)",,"Public","United Kingdom","GBP","410000.0","09/2009","09/2011","56d5852d928ee6.48450818","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56d5852d928ee6.48450818&grantRef=EP%2FE039995%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E039995/1","C9EA65A6-B7D0-436D-BF88-67315792AFAE","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","EA45E499-1319-4E93-A5AF-EA3951A29EBD"
"AHRC","AH/S002812/1","Research Grant","Further Funding","University of Leeds","Sch of Design","Russell","Stephen","","Bio-Manufacturing textiles from waste","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","628992.0","06/2020","06/2022","604a2520cbac97.98613354","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=604a2520cbac97.98613354&grantRef=AH%2FS002812%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S002812/1","A428CAF5-32D7-4100-98E2-59A5854FDD5E","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","83D87776-5958-42AE-889D-B8AECF16B468","2A3ECE8B-FCFA-4053-90EA-5CDBC3339C95"
"EPSRC","EP/J011770/1","Research Grant","Further Funding","University of Liverpool","Computer Science","Fisher","Michael","http://orcid.org/0000-0002-0875-3862","Demonstrating Automated Nuclear Waste Processing","University of Liverpool",,"Academic/University","United Kingdom","GBP","20000.0","08/2016","03/2017","58bec47ea21b30.19002303","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=58bec47ea21b30.19002303&grantRef=EP%2FJ011770%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J011770/1","E2417148-51EA-4AD4-B352-DC5F1059DD22","798CB33D-C79E-4578-83F2-72606407192C","A0A585E0-6B0D-4643-A3A6-47943B4CBFEF","5840528C-9EB6-4801-AB08-8D1A40AAA367"
"NERC","NE/N015584/1","Research Grant","Further Funding","NERC British Antarctic Survey","Science Programmes","Jones","Anna","http://orcid.org/0000-0002-2040-4841","Discovering reasons for global atmospheric methane growth using deuterium isotopes","Natural Environment Research Council",,"Public","United Kingdom","GBP","110915.0","08/2020","09/2023","604252863f3719.99546910","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=604252863f3719.99546910&grantRef=NE%2FN015584%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N015584/1","E193E540-8366-4DBA-8C29-2D62FBB440E9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","21CFC584-0BCD-450C-B2C1-EFF574194DBF","40D9A2DF-29AB-45C6-87DB-3C6B6290979A"
"NERC","NE/L003090/1","Research Grant","Further Funding","University of Glasgow","College of Medical, Veterinary &Life Sci","Nager","Ruedi","","National Environmental Isotope Facility","Natural Environment Research Council",,"Public","United Kingdom","GBP","9257.0","01/2022","","6230ceed619676.59201754","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6230ceed619676.59201754&grantRef=NE%2FL003090%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L003090/1","36C5CE0D-41A3-4C76-A323-A1697FEF7E9F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","AE58F21F-3622-4382-97BB-1359BD183E9F","1D2F6D5F-F008-4942-B799-76FCF96966C5"
"BBSRC","BB/L013835/1","Research Grant","Further Funding","University of Southampton","Faculty of Engineering & the Environment","Banks","Charles","","Environmental Biotechnology Network","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","1352311.0","03/2019","03/2024","5e68b68b951b18.35014465","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e68b68b951b18.35014465&grantRef=BB%2FL013835%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L013835/1","70082456-A014-47E7-B738-5F2018831863","2512EF1C-401B-4222-9869-A770D4C5FAC7","30A429E3-83B7-4E41-99C0-14A144F07DFE","450D9258-3AC9-42C7-8B85-9082CD75AB37"
"NERC","NE/J004243/1","Research Grant","Further Funding","University of St Andrews","Biology","Thompson","David","","Stategic Environmental Assement","Department of Energy and Climate Change",,"Public","United Kingdom","GBP","250000.0","02/2012","01/2014","5464686feda8f0.26712596","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5464686feda8f0.26712596&grantRef=NE%2FJ004243%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J004243/1","B0A84A15-6BB9-4F02-AE7C-4BE78D01141E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","042962DF-A599-4D48-916D-5F11F2EEDE0C"
"NERC","NE/N003756/1","Research Grant","Further Funding","Bangor University","Sch of Natural Sciences","Creer","Simon","","NERC-MDIBL Environmental Genomics","University of Birmingham",,"Academic/University","United Kingdom","GBP","2105.0","03/2017","03/2017","58c6b5073fb949.19405751","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=58c6b5073fb949.19405751&grantRef=NE%2FN003756%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N003756/1","19D0BDD0-1228-4CA0-9016-767EA69D43CD","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","F9F1D136-12E3-4BE4-9668-0C9BC4A7C1BF","ABBE1BF6-1774-41C1-86D4-CB365BA2F9ED"
"NERC","NE/M011763/1","Research Grant","Further Funding","Open University","Faculty of Sci, Tech, Eng & Maths (STEM)","Gladding","Toni","http://orcid.org/0000-0002-2011-5046","KTP with Albion Environmental","Innovate UK",,"Public","United Kingdom","GBP","145639.0","08/2018","03/2021","5c87bbf638cae1.30082481","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c87bbf638cae1.30082481&grantRef=NE%2FM011763%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M011763/1","2258AAC0-E831-40BB-95AE-7BD0FB4562B7","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24","A1921205-4D4D-4F4A-A3D3-A407C50B5EE7"
"NERC","NE/J004251/1","Research Grant","Further Funding","University of St Andrews","Biology","Thompson","David","","Stategic Environmental Assement","Department of Energy and Climate Change",,"Public","United Kingdom","GBP","250000.0","02/2012","01/2014","5464686feda8f0.26712596","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5464686feda8f0.26712596&grantRef=NE%2FJ004251%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J004251/1","14EFAB51-1335-4924-9966-92B3AFA025EF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","042962DF-A599-4D48-916D-5F11F2EEDE0C"
"NERC","NE/J500677/1","Fellowship","Further Funding","NERC British Geological Survey","Groundwater","Dearden","Rachel","","Environmental Risks to Infrastructure","Natural Environment Research Council",,"Public","United Kingdom","GBP","37000.0","09/2013","04/2015","5448ba6a8feeb9.30000013","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5448ba6a8feeb9.30000013&grantRef=NE%2FJ500677%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J500677/1","DDC23E55-A2C1-4411-9ACD-982DD91049B9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7ADE0AB2-1050-4241-987D-F3B1C3322E05","307DAEF6-7B74-472E-BA11-D907BA19D7F6"
