"Funding OrgName","ProjectReference.x","ProjectCategory.x","Outcome Type","LeadRO Name","Department.x","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl.x","ProjectId","FundingOrgId.x","LeadROId.x","PIId.x","Collaboration Name","Parent Org","Parent Org Dept","Sector","Country","PI Contribution","Partner Contribution","Year Collaboration Started","Form of Engagement Activity","Part of Official Scheme?","Type of Presentation","Geographical Reach","Primary Audience","Years(s)","Results/Impact","Further Funding Org","Further Funding Dept","Currency","Amount","Fund Start Date","Fund End Date","Impact Types","Year","Protection","IP Reference","Year Protection Granted","Licensed?","Exploitation Route","Sectors","URL","Influence","Type of Influence","Guideline Title","Geographic Reach","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Type of Material","Provided to Others?","Software Developed?","Software Open Source?","Type of Technology","Software Open Sourced?","Company Name","Year Established","FundingOrgName","ProjectReference.y","LeadROName","Department.y","ProjectCategory.y","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl.y","FundingOrgId.y","LeadROId.y","PIId.y","School","College"
"BBSRC","BB/L012324/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Biological Sciences","Ennos","Richard",NA,NA,NA,NA,NA,"Ensures that the major tree planting programme to combat climate change undertaken by the Woodland Trust will make use of native tree species rather than novel exotic species.","https://www.woodlandtrust.org.uk/publications/2020/01/emergency-tree-plan/","5e60cbaf2ebd36.26296564","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e60cbaf2ebd36.26296564&grantRef=BB%2FL012324%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L012324/1","4B4BA30C-1414-41DB-AA58-4F63618152E7","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3FB5CD1D-4630-4463-A186-E88CDB3E8A05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation in Woodland Trust Emergency Tree Plan for the UK and Climate Change Position Statement","Citation in other policy documents",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSRC","BB/L012324/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Ennos","Richard",NA,NA,NA,NA,NA,NA,"Promoting resilience of UK tree species to novel pests and pathogens: ecological and evolutionary solutions (PROTREE)","31/07/2014","30/07/2017",189098,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L012324/1","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3FB5CD1D-4630-4463-A186-E88CDB3E8A05","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,"A group consisting of private sector companies, public sector bodies, and leading UK academics has been brought together by the UKCCSRC to identify and address actions that need to be taken in order to deliver a CCS-based decarbonisation option for the UK in line with recommendations made by the Committee on Climate Change (i.e. 4-7GW of power CCS plus ~3MtCO2/yr of industry CCS by 2030). Both public bodies and industrial company partners are contributing in-kind time and technical expertise to all relevant work streams.

Outcomes: An action plan that UKCCSRC and its partners are taking forward through a series of workshops/streams (6 regional cluster meetings have been held). Widening engagement through those work streams (having seen UKCCSRC output, the Board of the industry body, CCSA, has recommended that they undertake regionally-focused activities). Influencing of Government strategy policy towards CCS as part of the UK energy system and pathway to decarbonisation levels required by 2050.","https://ukccsrc.ac.uk/about/delivering-cost-effective-ccs-2020s","58b6d9907356e9.89268629","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b6d9907356e9.89268629&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC - Cost Effective CCS in the 2020s","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,NA,"56e03c6fdd3602.04234195","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56e03c6fdd3602.04234195&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC Submission to the Energy and Climate Change Committee on the 5th Carbon Budget","Implementation circular/rapid advice/letter to e.g. Ministry of Health",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"NERC","NE/M008541/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Geosciences","Patenaude","Genevieve",NA,NA,NA,NA,NA,"Modification of planting/establishment plans for Sitka Spruce in the UK",NA,"5aa931278939f3.15103062","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5aa931278939f3.15103062&grantRef=NE%2FM008541%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M008541/1","7E759D3E-C5AC-4B63-94A9-239260D4B0AC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Selection of alternative tree species for planting in the UK in light of Climate Change","Gave evidence to a government review",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/M008541/1","University of Edinburgh","Sch of Geosciences","Research Grant","Patenaude","Genevieve",NA,NA,NA,NA,NA,NA,"Forests at risk: Awakening the UK timber, forest carbon and forest insurance sectors to the threats of pests, disease and drought","31/10/2014","21/10/2016",143454,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M008541/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/M008215/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Social and Political Science","Webb","Janette",NA,NA,NA,NA,NA,NA,"http://www.gov.scot/Publications/2018/02/8867","5a9e7529b27f23.31683413","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a9e7529b27f23.31683413&grantRef=EP%2FM008215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","57C75CE4-BFCB-4FA6-B729-51D895455218","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appointed by Scottish Government to Climate Change Plan Advisory Group 2017-18","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/M008215/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Webb","Janette",NA,NA,NA,NA,NA,NA,"Reframing Energy Demand: Innovation for Sustainable Heat","31/12/2014","31/08/2018",580962,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/M008215/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Social and Political Science","Webb","Janette",NA,NA,NA,NA,NA,"Scottish Ministers announced in June 2015 that they would take long-term action to reduce the energy demand of, and decarbonise the heat supply to, residential, services and industrial sectors, and designated energy efficiency as a national infrastructure priority.
The cornerstone of this will be Scotland's Energy Efficiency Programme (SEEP). This programme aims to contribute to achieving climate change targets, whilst continuing to help tackle fuel poverty and ensuring support for business. SEEP will lead to an estimated investment in excess of &pound;10 billion; the final figure will be determined by decisions taken on the future decarbonisation of the heat supply.
The Programme for Government 2016-17 commits to investing more than &pound;0.5 billion in energy efficiency and combating fuel poverty through SEEP over the next four years, setting out a clear commitment to develop this programme with substantial annual public funding.","https://consult.scotland.gov.uk/energy-and-climate-change-directorate/scotlands-energy-efficiency-programme/","58c2cfc3515952.08096468","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58c2cfc3515952.08096468&grantRef=EP%2FM008215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","57C75CE4-BFCB-4FA6-B729-51D895455218","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invited Thought Leader for Scottish Government National Energy Efficiency Programme","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/M008215/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Webb","Janette",NA,NA,NA,NA,NA,NA,"Reframing Energy Demand: Innovation for Sustainable Heat","31/12/2014","31/08/2018",580962,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/M008215/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Social and Political Science","Webb","Janette",NA,NA,NA,NA,NA,NA,"https://www.theccc.org.uk/publication/heat-and-energy-efficiency-advisory-group-report-making-effective-policy/","58c2c40b6e1a14.34336789","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58c2c40b6e1a14.34336789&grantRef=EP%2FM008215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","57C75CE4-BFCB-4FA6-B729-51D895455218","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heat and Energy Efficiency: Advisory Group Report to the UK Committee on Climate Change - Making Effective Policy","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/M008215/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Webb","Janette",NA,NA,NA,NA,NA,NA,"Reframing Energy Demand: Innovation for Sustainable Heat","31/12/2014","31/08/2018",580962,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,"In 2014 a joint project was launched by DECC, BIS, and eight energy intensive UK industrial sectors to investigate and develop pathways towards their deep decarbonisation by 2050 that would also ensure continued commercial viability. On the basis of their technical expertise Prof. Jon Gibbins, Dr Paul Fennell and Dr Bruce Adderley were all invited and consequently contributed to the development of the roadmaps. With Paul Fennell and Bruce Adderley also being steering group members for the steel industry workstream. Phase 2 of the project, to define actions plans for each sector, began in February 2016. JG, PF and BA are members of the Industrial CCS working group, which supports develop of the action plan for a number of sectors. BA was also invited to support the Glass sector in development of their action plan. The sector action plans (originally due in late 2016), are now expected later in 2017.","https://www.gov.uk/government/publications/industrial-decarbonisation-and-energy-efficiency-roadmaps-to-2050","56e13e7737a4e6.18682946","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56e13e7737a4e6.18682946&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC - Industrial Decarbonisation Roadmaps","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,"The UK Carbon Capture and Storage Research Centre (UKCCSRC) has established a meeting fund to provide a mechanism for UK-based Early Career Researchers (ECRs) working and studying within the academic UK CCS community to attend UKCCSRC meetings, such as the biannual meetings, that they would not otherwise be able to attend. Supporting ECRs via this fund to attend UKCCSRC meetings will contribute to their overall education in Carbon Capture and Storage (CCS) and presents an opportunity to ECRs to network with peers, key figures in the CCS academic community, and industry representatives.","https://ukccsrc.ac.uk/membership/early-career-researchers/ecr-meeting-fund","58b6ea4da0e838.57881078","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b6ea4da0e838.57881078&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC - Early Career Researcher Meeting Fund","Influenced training of practitioners or researchers",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/M008215/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Social and Political Science","Webb","Janette",NA,NA,NA,NA,NA,"Since 2011, more than &pound;10M has been lent to 40 different projects across Scotland. These projects have generated benefits such as affordable warmth to householders, local employment, reduced costs for businesses and reduced greenhouse gas emissions.
http://www.energysavingtrust.org.uk/scotland/grants-loans/district-heating-loan",NA,"58c2cb165902d1.66447494","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58c2cb165902d1.66447494&grantRef=EP%2FM008215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","57C75CE4-BFCB-4FA6-B729-51D895455218","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scottish Government District Heating Loans Fund Panel","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/M008215/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Webb","Janette",NA,NA,NA,NA,NA,NA,"Reframing Energy Demand: Innovation for Sustainable Heat","31/12/2014","31/08/2018",580962,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"NERC","NE/K001329/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Geosciences","Stevenson","David",NA,NA,NA,NA,NA,NA,NA,"54632f5ceb77d2.79241809","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=54632f5ceb77d2.79241809&grantRef=NE%2FK001329%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K001329/1","B71E9D1F-2D37-409A-AAF8-D5BBFA02CEFA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5074121F-D888-45EC-AD1F-C0D582521001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contribution to IPCC AR5","Citation in systematic reviews",NA,"Multiple continents/international",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/K001329/1","University of Edinburgh","Sch of Geosciences","Research Grant","Stevenson","David",NA,NA,NA,NA,NA,NA,"Atmospheric Chemistry In The Earth System (ACITES) Network","01/03/2013","30/08/2015",163499,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K001329/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5074121F-D888-45EC-AD1F-C0D582521001","School of Geosciences","College of Science and Engineering"
"BBSRC","BBS/E/D/20211554","Intramural","Policy Influence","University of Edinburgh","The Roslin Institute","Woolliams","John",NA,NA,NA,NA,NA,"Preparation for UN Global Plan of Action for Animal Genetic Resources and the Interlaken Declaration in 2007.","http://www.fao.org/docrep/010/a1404e/a1404e00.htm","58b6a5555b1f01.52969561","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b6a5555b1f01.52969561&grantRef=BBS%2FE%2FD%2F20211554","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/D/20211554","ABA35387-F181-42C4-BD0B-1D932B9AF43A","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C3CD1061-EF8A-4655-B7D1-E34EC4C984EC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Membership of FAO Working Group on Ex Situ Conservation of Livestock","Membership of a guideline committee",NA,"Multiple continents/international",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSRC","BBS/E/D/20211554","University of Edinburgh","The Roslin Institute","Intramural","Woolliams","John",NA,NA,NA,NA,NA,NA,"Quantitative Genetics and Population Dynamics","31/03/2012","30/03/2017",NA,1430637,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/D/20211554","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C3CD1061-EF8A-4655-B7D1-E34EC4C984EC","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"BBSRC","BBS/E/D/20211554","Intramural","Policy Influence","University of Edinburgh","The Roslin Institute","Woolliams","John",NA,NA,NA,NA,NA,"Preparation for UN Global Plan of Action for Animal Genetic Resources and the Interlaken Declaration in 2007.","http://www.fao.org/docrep/010/a1404e/a1404e00.htm","58b6a6294b09b3.29186406","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b6a6294b09b3.29186406&grantRef=BBS%2FE%2FD%2F20211554","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/D/20211554","ABA35387-F181-42C4-BD0B-1D932B9AF43A","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C3CD1061-EF8A-4655-B7D1-E34EC4C984EC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Membership of FAO Working Group on In Situ Conservation of Livestock","Membership of a guideline committee",NA,"Multiple continents/international",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSRC","BBS/E/D/20211554","University of Edinburgh","The Roslin Institute","Intramural","Woolliams","John",NA,NA,NA,NA,NA,NA,"Quantitative Genetics and Population Dynamics","31/03/2012","30/03/2017",NA,1430637,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/D/20211554","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C3CD1061-EF8A-4655-B7D1-E34EC4C984EC","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
