"Funding OrgName","ProjectReference.x","ProjectCategory.x","Outcome Type","LeadRO Name","Department.x","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl.x","ProjectId","FundingOrgId.x","LeadROId.x","PIId.x","Collaboration Name","Parent Org","Parent Org Dept","Sector","Country","PI Contribution","Partner Contribution","Year Collaboration Started","Form of Engagement Activity","Part of Official Scheme?","Type of Presentation","Geographical Reach","Primary Audience","Years(s)","Results/Impact","Further Funding Org","Further Funding Dept","Currency","Amount","Fund Start Date","Fund End Date","Impact Types","Year","Protection","IP Reference","Year Protection Granted","Licensed?","Exploitation Route","Sectors","URL","Influence","Type of Influence","Guideline Title","Geographic Reach","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Type of Material","Provided to Others?","Software Developed?","Software Open Source?","Type of Technology","Software Open Sourced?","Company Name","Year Established","FundingOrgName","ProjectReference.y","LeadROName","Department.y","ProjectCategory.y","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl.y","FundingOrgId.y","LeadROId.y","PIId.y","School","College"
"EPSRC","EP/J020788/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"https://ukccsrc.ac.uk/news-events/news/eccc-future-ccs-uk-hearing-20-january-2016","56e039d1169c65.59087156","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56e039d1169c65.59087156&grantRef=EP%2FJ020788%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J020788/1","7CB0D684-E3C5-4722-91EB-86446A462C7D","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof Jon Gibbins gives evidence at the Energy and Climate Change Committee hearing on the future of CCS in the UK","Gave evidence to a government review",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/J020788/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"Gas-FACTS: Gas - Future Advanced Capture Technology Options - Consortium proposal by Cranfield, Edinburgh, Imperial, Leeds and Sheffield","31/03/2012","31/12/2015",2461088,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J020788/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"NERC","NE/D012538/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Geosciences","Stevenson","David",NA,NA,NA,NA,NA,NA,NA,"54632f5ceb77d2.79241809","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=54632f5ceb77d2.79241809&grantRef=NE%2FD012538%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D012538/1","DFB39A97-E888-4E36-AD13-D6828D2EFFE0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5074121F-D888-45EC-AD1F-C0D582521001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contribution to IPCC AR5","Citation in systematic reviews",NA,"Multiple continents/international",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/D012538/1","University of Edinburgh","Sch of Geosciences","Research Grant","Stevenson","David",NA,NA,NA,NA,NA,NA,"Transport processes and ozone budgets in the upper troposphere- a synthesis of EOS MLS measurements and chemistry transport model studies","31/07/2006","30/05/2011",285992,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D012538/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5074121F-D888-45EC-AD1F-C0D582521001","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"https://ukccsrc.ac.uk/news-events/news/eccc-future-ccs-uk-hearing-20-january-2016","56e039d1169c65.59087156","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56e039d1169c65.59087156&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof Jon Gibbins gives evidence at the Energy and Climate Change Committee hearing on the future of CCS in the UK","Gave evidence to a government review",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,NA,"5a8eaf229ebb70.89303365","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a8eaf229ebb70.89303365&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK Government Committee on Climate Change , contribution to Tyndall Centre written submission to Setting the fifth carbon budget inquiry (Claire Gough University of Manchester)","Gave evidence to a government review",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"NERC","NE/E001858/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Geosciences","Arnell","Nigel",NA,NA,NA,NA,NA,"The paper (Arnell et al., 2013) has been used by DECC to support its position on climate change temperature targets. The paper describes the impacts avoided by different climate change pathways, and was produced during the DECC-funded AVOID project which built upon QUEST-GSI.",NA,"545ccfaa9a98b2.89820528","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=545ccfaa9a98b2.89820528&grantRef=NE%2FE001858%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E001858/1","B0CC8A1C-337B-4A47-99DF-46C24C5E03AB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E04D0D5C-5E4E-4145-9E6F-96E092E2B80D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influence on UK climate policy negotiators","Citation in other policy documents",NA,"Multiple continents/international",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NERC","NE/E001858/1","University of Edinburgh","Sch of Geosciences","Research Grant","Arnell","Nigel",NA,NA,NA,NA,NA,NA,"Global scale impacts of climate change: a multi-sectoral analysis","30/04/2007","29/09/2007",127949,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E001858/1","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E04D0D5C-5E4E-4145-9E6F-96E092E2B80D","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,"The UKCCSRC ran a two-day Continuing Professional Development (CPD) Course on Carbon Capture and Storage in Cardiff on 8-9 September 2014. This course was approved for Continuing Professional Development certification by the CPD Certification Service. This was a cutting-edge, engineering CPD course, primarily oriented towards industry newcomers to CCS who need technical background and training for an understanding of the whole chain CCS system. It was also highly suitable for postgraduate students.","https://ukccsrc.ac.uk/news-events/events/ccs-cpd-course","5464b094b3e680.68801025","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5464b094b3e680.68801025&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC - CCS CPD course 2014","Influenced training of practitioners or researchers",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,"The IEAGHG CCS International Summer School has been an annual event since 2007 giving selected students in the CCS field an opportunity to participate in a week of presentations and discussions from international experts in CCS. The programme covers the full chain of CCS. Taking place in a different country every year, the 2013 Summer School was hosted in the UK at the University of Nottingham in partnership with the Engineering Doctorate Centre in Efficient Fossil Fuel Energy Technologies. UKCCSRC RACs and Secretariat staff acted as mentors during the school and sat or the local organising committee.","https://ukccsrc.ac.uk/news-events/blog/ieaghg-ccs-summer-school-2013","5464b25a34bb40.75694245","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5464b25a34bb40.75694245&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC - IEAGHG Summer School 2013","Influenced training of practitioners or researchers",NA,"Multiple continents/international",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan",NA,NA,NA,NA,NA,"Since 2013, Early Career Researchers who have contributed to UKCCSRC activities (for example participating in the Centre's Education Task Force or acting as Chairs at a meeting) or won the ECR Poster Prize at a UKCCSRC biannual meeting have been awarded with professional development bursaries. It is expected that these bursaries will contribute to their overall education in Carbon Capture and Storage (CCS) and present opportunities for course or conference attendance and networking that ECRs would not otherwise have been able to access.",NA,"58b6eea9271027.86123368","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58b6eea9271027.86123368&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKCCSRC - Early Career Researcher Professional Development Bursaries","Influenced training of practitioners or researchers",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/K000446/1","University of Edinburgh","Sch of Engineering","Research Grant","Gibbins","Jonathan",NA,NA,NA,NA,NA,NA,"UKCCSRC - The United Kingdom Carbon Capture and Storage Research Centre","31/03/2012","31/12/2015",10127951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4","School of Engineering","College of Science and Engineering"
"EPSRC","EP/M008215/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Social and Political Science","Webb","Janette",NA,NA,NA,NA,NA,NA,NA,"58c2c48d656338.56383846","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58c2c48d656338.56383846&grantRef=EP%2FM008215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","57C75CE4-BFCB-4FA6-B729-51D895455218","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evidence on Danish, German and UK comparative policy and practice for low carbon heat and energy efficiency presented to the 2016 Scottish meeting of the UK Committee on Climate Change (UKCCC)","Participation in a advisory committee",NA,"National",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPSRC","EP/M008215/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Webb","Janette",NA,NA,NA,NA,NA,NA,"Reframing Energy Demand: Innovation for Sustainable Heat","31/12/2014","31/08/2018",580962,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M008215/1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","00940FDD-EB46-40A9-A955-EAAA61CC3748","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"NERC","NE/K009028/2","Fellowship","Research Databases and Models","University of Edinburgh","School of Geosciences","Hennige","Sebastian",NA,"Physical and visual effects of ocean acidification on cold-water coral (<em>Lophelia pertusa</em>) skeleton samples from the Southern California Bight, USA (2010-2015) and the Mingulay Reef Complex, UK (2012).","This dataset contains visual and physical analyses of the impacts of ocean acidification on the skeletons of the cold-water coral Lophelia pertusa. Visual analysis includes synchrotron images from the Diamond Light Source and electron back scatter diffraction images on polished coral skeletons. Physical analyses include Raman spectroscopy data. Skeletal samples analysed were from the Southern California Bight (SCB), USA, and the Mingulay Reef Complex (MRC), UK. SCB samples were collected in 2010, 2014 and 2015. MRC samples were collected in 2012. Samples from the SCB cover an environmental gradient with respect to aragonite saturation, and corals from Mingulay were subjected to long-term experimentation in projected future conditions. SCB carbonate chemistry and sample metadata is included here, and conditions for MRC samples are outlined in Hennige et al. 2015. Ocean acidification is a threat to cold-water coral reefs in terms of dissolution to their skeletons, and their subsequent structural stability. This will likely determine the stability of the habitats they form. Work in the Southern California Bight was funded by the National Oceanic and Atmospheric Administration's (NOAA) National Centers for Coastal Ocean Science. The study was supported by Diamond Light Source (DLS) experimental campaigns MT19794 and MT20412. This work was supported by an Independent Research Fellowship from the Natural Environment Research Council (NERC) to Sebastian Hennige (NE/K009028/1 and NE/K009028/2) and the MASTS pooling initiative (The Marine Alliance for Science and Technology for Scotland, funded by the Scottish Funding Council (grant reference HR09011) and contributing institutions. Experimental incubations for N. Atlantic corals were supported by the UK Ocean Acidification programme (NE/H017305/1 to John Murray Roberts). Imaging analysis by Uwe Wolfram and Alexander Groetsch were supported by Engineering and Physical Sciences Research Council (EPSRC) of the UK under grant number EP/P005756/1. Fieldwork in Southern California was supported by NOAA National Centers for Coastal Ocean Science project &quot;Vulnerability of Deep Sea Corals to Ocean Acidification&quot;, with additional funds from South Carolina Sea Grant Graduate Consortium R556, and the PADI Foundation 2013 Grant Award #7904. In kind support was provided by Channel Islands National Marine Sanctuary, National Marine Fisheries Service, the College of Charleston, SC, USA. Work done by Leslie Wickes and Peter Etnoyer at the Grice Marine Laboratory was also supported by NOAA.",NA,2020,"Publication of new article and incorporation of findings into key reports.","https://www.bodc.ac.uk/data/published_data_library/catalogue/10.5285/aaf5a71d-75ea-38d5-e053-6c86abc03e63/","603c129a905396.66437980","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchdatabaseandmodel&outcomeId=603c129a905396.66437980&grantRef=NE%2FK009028%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","C647F054-DD31-4676-BC53-C71D81FF2C50","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Database/Collection of data","Yes",NA,NA,NA,NA,NA,NA,"NERC","NE/K009028/2","University of Edinburgh","School of Geosciences","Fellowship","Hennige","Sebastian",NA,NA,NA,NA,NA,NA,"Coral pH regulation and climate change: using novel tissue cultures to assess the future of key habitat forming species","17/10/2016","16/10/2018",237683,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721","School of Geosciences","College of Science and Engineering"
"NERC","NE/K009028/2","Fellowship","Research Databases and Models","University of Edinburgh","School of Geosciences","Hennige","Sebastian",NA,"Physiological measurements (respiration, calcification, ammonia excretion) from laboratory experiments on the effects of temperature and ocean acidification stressors on Desmophyllum dianthus","Rising temperatures and ocean acidification driven by anthropogenic carbon emissions threaten both tropical and temperate corals. However, the synergistic effect of these stressors on coral physiology is still poorly understood, in particular for cold-water corals. This study assessed changes in key physiological parameters (calcification, respiration and ammonium excretion) of the widespread cold-water coral Desmophyllum dianthus maintained for ~8 months at two temperatures (ambient 12&deg;C and elevated 15&deg;C) and two pCO2 conditions (ambient 390 ppm and elevated 750 ppm). At ambient temperatures no change in instantaneous calcification, respiration or ammonium excretion rates was observed at either pCO2 levels. Conversely, elevated temperature (15&deg;C) significantly reduced calcification rates, and combined elevated temperature and pCO2 significantly reduced respiration rates. Changes in the ratio of respired oxygen to excreted nitrogen (O:N), which provides information on the main sources of energy being metabolized, indicated a shift from mixed use of protein and carbohydrate/lipid as metabolic substrates under control conditions, to less efficient protein-dominated catabolism under both stressors. Overall, this study shows that the physiology of D. dianthus is more sensitive to thermal than pCO2 stress, and that the predicted combination of rising temperatures and ocean acidification in the coming decades may severely impact this cold-water coral species.",NA,2017,"Gori A., Ferrier-Pag&egrave;s C., Hennige S.J., Murray F., Rottier C., Wicks L.C., Roberts J.M. (2016) Physiological response of the cold-water coral Desmophyllum dianthus to thermal stress and ocean acidification. Peer J. 4:e1606","https://www.bodc.ac.uk/data/published_data_library/catalogue/10.5285/5fbfe17b-3d18-2663-e053-6c86abc0b953/","5a6f5a6a55bec1.55927435","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchdatabaseandmodel&outcomeId=5a6f5a6a55bec1.55927435&grantRef=NE%2FK009028%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","C647F054-DD31-4676-BC53-C71D81FF2C50","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Database/Collection of data","Yes",NA,NA,NA,NA,NA,NA,"NERC","NE/K009028/2","University of Edinburgh","School of Geosciences","Fellowship","Hennige","Sebastian",NA,NA,NA,NA,NA,NA,"Coral pH regulation and climate change: using novel tissue cultures to assess the future of key habitat forming species","17/10/2016","16/10/2018",237683,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K009028/2","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","B22C6DE9-20EC-4ADE-855B-EDE7B7207721","School of Geosciences","College of Science and Engineering"
