"Academic.Year","Application.Date","Status","Project_ID","Project.Title","Project.Description","College","School","Sponsor.Type","Sponsor.Name","Country","Scheme.Name","PI.Name","PI.Dept","Click.here.for.Project","PropAcctNo","Application.Total","Direct_Cost","Indirect_Cost","Exceptions","Application.Funder.Contribution","Funder_Award_Reference","Collaboration.with.Other.Schools.","Lead.Organisation","Name_of_Call","Centre","ODA","GCRF","ISCF","Translational","Possible.GCRF.ODA","NHS_Involvement","NHS_Reference","Application.Period.Start","Application.Period.End","RFS","Business.Development.Executive","CoI_1","CoI_2","CoI_3","CoI_4","CoI_5","CoI_6","Partners.Detail","Core.Grant.","AI.Text.Flag.or.DDI.Tag","Tags...General","Tags...Research.Centres"
2020,2021-05-06,"Pending","10876338","evolving technological ecologies - visual and performing arts",NA,"CAHSS","Edinburgh College of Art","UK - Charity","leverhulme trust","UNITED KINGDOM","philip leverhulme prizes","Linda O'Keeffe",NA,"https://ed-rmas.worktribe.com/record.jx?recordid=10876338",NA,99223.81,"99223.80","0.00",NA,"99223.81","99917","NO","University of Edinburgh","Philip Leverhulme Prize","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2022-02-01,2024-01-31,"Emma Giles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-04-30,"Unsuccessful","10848442","covid-19 and understandings of the uk's political economy in publics and elites",NA,"CAHSS","School of Social and Political Science","UK - Charity","nuffield foundation","UNITED KINGDOM","general scheme","Jan Eichhorn","SOCIAL POLICY","https://ed-rmas.worktribe.com/record.jx?recordid=10848442",NA,287326.83,"287326.83","0.00",NA,"287326.83",NA,"NO","University of Edinburgh","Research, Development and Analysis Fund","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2021-08-01,2023-07-31,"Fiona King",NA,"Daniel Kenealy, School of Social and Political Science",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-04-27,"Unsuccessful","10853011","eco-beef uk: improving the economical and environmental sustainability of uk beef breeds",NA,"CMVM","Royal (Dick) School of Veterinary Studies","UK - Government","innovate-uk","UNITED KINGDOM","general scheme (tr)","Gregor Gorjanc","ROSLIN INSTITUTE","https://ed-rmas.worktribe.com/record.jx?recordid=10853011",NA,197381.98,"124189.63","73192.35",NA,"157905.58",NA,"NO","University of Edinburgh",NA,"Roslin",NA,NA,NA,"Translational (TR)","NoFlag","No",NA,2021-09-01,2023-08-31,"Tasneem Irshad",NA,"Kellie Watson, Royal (Dick) School of Veterinary Studies",NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","DDI - Data Driven Innovation",NA
2020,2021-04-20,"Successful","10845629","ascus art and science secondment fellowship: research communication, integrating social sciences and humanities approaches and arts based project management",NA,"CAHSS","School of Social and Political Science","UK - Charity","wellcome trust (rcl)","UNITED KINGDOM","general scheme","Alice Street","SOCIAL ANTHROPOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10845629",NA,7822,"7822.00","0.00",NA,"7822.00","223699/Z/21/Z","NO","University of Edinburgh","Secondment Fellowships","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2022-06-01,2022-09-30,"Ina Lindsay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award Indicative Successful,P&M Transition - Sent through part 1 (Project Create)",NA
2020,2021-04-19,"Unsuccessful","10797036","development of a toolkit for diet analyses of antarctic fur seals to inform ecosystem-based management of south georgia fisheries",NA,"CMVM","Royal (Dick) School of Veterinary Studies","Overseas - Charities","antartic wildlife research fund","NORWAY","awr default scheme","Silvia Perez-Espona","VETERINARY TEACHING ORGANISATI","https://ed-rmas.worktribe.com/record.jx?recordid=10797036",NA,26308.04,"23979.12","2328.92",NA,"26308.04",NA,"NO","University of Edinburgh",NA,"RDSVS",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2021-12-31,"Natasha Curley",NA,NA,NA,NA,NA,NA,NA,"Scottish Association for Marine Science, The,Partner,Industry,UNITED KINGDOM|NERC British Antarctic Survey (BAS),Partner,Government,UNITED KINGDOM",NA,NA,"-",NA
2020,2021-04-09,"Successful","10830170","learning to recognize landslides and catastrophic landscape change with deep neural networks",NA,"CSE","School of GeoSciences","UK - Industry","space intelligence ltd","UNITED KINGDOM","space intelligence ltd default scheme","Simon Mudd","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10830170","R84200",4000,"4000.00","0.00",NA,"4000.00","El-0078","NO","University of Edinburgh",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2019-09-01,2023-08-31,"Daria Kitaeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag AND AI Text Flag","DDI Hub - AgriTech Hub (Easter Bush)",NA
2020,2021-04-06,"Unsuccessful","10779472","deconstructing the influence of astrocytes on mnd in vivo using zebrafish",NA,"CMVM","Deanery of Clinical Sciences","UK - Charity","motor neurone disease scotland","UNITED KINGDOM","general scheme","Marcus Keatinge",NA,"https://ed-rmas.worktribe.com/record.jx?recordid=10779472",NA,224999.78,"224999.78","0.00",NA,"224999.78",NA,"NO","University of Edinburgh","Research Grant Awards","CCBS",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2024-08-31,"Dawne Milligan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Centre for Discovery Brain Sciences"
2020,2021-04-01,"Pending","10729210","experimental and ecological approaches in the study of cognitive control development in low-ses contexts during and after the covid-19 pandemic.",NA,"CAHSS","School of Philosophy, Psychology and Language Sciences","Overseas - Charities","james s mcdonnell foundation","UNITED STATES","general scheme","Nicolas Chevalier","PSYCHOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10729210",NA,92800.58,"92800.58","0.00",NA,"92800.58",NA,"NO","CEMIC: Center for Medical Education and Clinical Research “Norberto Quirno”","JSMF Opportunity Awards","PPLS",NA,NA,NA,NA,"NoFlag","No",NA,2021-12-01,2025-11-30,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,"CEMIC: Center for Medical Education and Clinical Research “Norberto Quirno”,Lead,HEI,ARGENTINA",NA,NA,"Covid-19",NA
2020,2021-03-31,"Successful","10802878","centre for digital citizens - next stage digital economy centre",NA,"CSE","School of Informatics","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","standard","John Vines","ILCC","https://ed-rmas.worktribe.com/record.jx?recordid=10802878","RA6117",37267.92,"24212.11","13055.81",NA,"29814.33","EP/T022582/1","NO","University of Newcastle",NA,"INF",NA,NA,NA,NA,"NoFlag","No",NA,2020-11-01,2025-10-31,"Emma Giles",NA,NA,NA,NA,NA,NA,NA,"University College London,Collaborator,HEI,UNITED KINGDOM|University of Newcastle,Lead,HEI,UNITED KINGDOM|University of Northumbria,Collaborator,HEI,UNITED KINGDOM",NA,NA,"Award Indicative Successful","Institute for Language, Cognition & Computation"
2020,2021-03-31,"Successful","10818757","co2-enhanced gas recovery (co2-egr): multi-scale simulation of rarefied gas flows in porous media",NA,"CSE","School of Engineering","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","new investigator award","Matthew Borg","INSTIT MULTISCALE THERMOFLUIDS","https://ed-rmas.worktribe.com/record.jx?recordid=10818757","RA5506",213587,"145738.00","67849.00",NA,"170868.00","EP/R041938/2","NO","University of Edinburgh","New Investigator Award","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2020-07-30,2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","DDI Hub - Bayes Centre",NA
2020,2021-03-31,"Unsuccessful","10098210","governance of economic inclusion of low-income families: designing and delivering covid-resilient policy interventions",NA,"CAHSS","School of Social and Political Science","UK - Government","the british council","UNITED KINGDOM","newton institutional links grant","Markus Ketola","SOCIAL POLICY","https://ed-rmas.worktribe.com/record.jx?recordid=10098210",NA,149547.63,"149547.64","0.00",NA,"149547.63","none","NO","University of Edinburgh","Newton Fund Institutional Links Indonesia, Thailand, Turkey","SPS",NA,NA,NA,NA,"ODA","No",NA,2021-02-17,2023-02-16,"Cheryl Thomas",NA,"Alison Koslowski, School of Social and Political Science","Sudeepa Abeysinghe, School of Social and Political Science",NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-03-31,"Unsuccessful","10215956","the social and cultural currencies of debt and money: exploring the long life of severe economic crisis in lebanon",NA,"CAHSS","School of Social and Political Science","UK - Research Council","arts and humanities research council","UNITED KINGDOM","research grant - standard","Andreas Hackl","SOCIAL ANTHROPOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10215956",NA,147473.42,"68818.38","26227.30","52427.74","128464.28",NA,"NO","University of Edinburgh","AHRC Global Challenges Research Fund (GCRF) Urgency Grants pilot","SPS","Pre Award - Official Development Assistance","Pre Award - Global Challenges Research Fund",NA,NA,"GCRF","No",NA,2020-11-01,2022-04-30,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre Award - Official Development Assistance,Pre Award - Global Challenges Research Fund,Application Indicative Submitted",NA
2020,2021-03-31,"Unsuccessful","10490672","structures and practices of health, recovery and engagement (sphere): the social life of disasters in indonesia",NA,"CAHSS","School of Social and Political Science","UK - Government","national institute for health research","UNITED KINGDOM","global health research call","Sudeepa Abeysinghe","SOCIAL POLICY","https://ed-rmas.worktribe.com/record.jx?recordid=10490672",NA,1783899.66,"877344.15","519813.51","386742.00","1505860.13","NIHR301623","NO","University of Edinburgh","Global Research Professorships","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2021-12-01,2026-11-30,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Application Indicative Submitted",NA
2020,2021-03-30,"Unsuccessful","10756502","seamless analysis of extracellular neural recordings with spikeinterface",NA,"CSE","School of Informatics","Overseas - Industry","chan zuckerberg initiative","UNITED STATES","research grant","Matthias Hennig","SCHOOL OF INFORMATICS","https://ed-rmas.worktribe.com/record.jx?recordid=10756502",NA,134074.23,"116586.29","17487.94",NA,"134074.23",NA,"NO","University of Edinburgh","Essential Open Source Software for Science, Cycle 4","INF",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2023-08-31,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Institute for Adaptive & Neural Computation"
2020,2021-03-30,"Unsuccessful","10796498","nerc-most - development of real-time sensing system for micro water pollutants monitoring and remediation to achieve ecological good health",NA,"CSE","School of Engineering","UK - Research Council","natural environment research council","UNITED KINGDOM","standard grant","Xianfeng Fan","INSTI OF MATERIALS & PROCESSES","https://ed-rmas.worktribe.com/record.jx?recordid=10796498",NA,99992.47,"61377.08","26615.40","12000.00","82393.98","NE/W004356/1","NO","University of Edinburgh","Global Partnerships Seedcorn Fund 2021","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-03-30,"Unsuccessful","10808688","agro4nickel - developing a sustainable agromining system for nickel recovery in serpentine soils of scotland and portugal","TBA","CSE","School of GeoSciences","UK - Research Council","natural environment research council","UNITED KINGDOM","standard grant","Margaret Graham","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10808688",NA,34954.73,"25881.30","9073.43",NA,"27963.78","NE/W004453/1","NO","SRUC Scotland's Rural College",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2023-08-31,"Ina Lindsay",NA,"Ondrej Masek, School of GeoSciences","Saran Sohi, School of GeoSciences",NA,NA,NA,NA,"SRUC Scotland's Rural College,Lead,HEI,UNITED KINGDOM",NA,NA,"-",NA
2020,2021-03-26,"Successful","10763068","secondment - hgu",NA,"CMVM","Deanery of Molecular, Genetic and Population Health Sciences","UK - Government","public health scotland","UNITED KINGDOM","public health scotland default scheme","Helen Colhoun","MRC HUMAN GENETICS UNIT","https://ed-rmas.worktribe.com/record.jx?recordid=10763068","R46950",72705.76,"35813.88","36891.88",NA,"72705.76","10763068","NO","University of Edinburgh",NA,"Human Genetics",NA,NA,NA,NA,"NoFlag","No",NA,2020-04-01,2020-12-31,"Jack Thorburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","MRC Human Genetics Unit"
2020,2021-03-25,"Unsuccessful","10750310","genetic characterization of the immunological regions of up to 600 recent erysipelothrix spp. strains to identify cross-protective targets for future second generation vaccine development",NA,"CMVM","Royal (Dick) School of Veterinary Studies","UK - Research Council","biotechnology and biological sciences research council","UNITED KINGDOM","impact acceleration account","Tanja Opriessnig","ROSLIN INSTITUTE","https://ed-rmas.worktribe.com/record.jx?recordid=10750310",NA,29951.53,"29951.53","0.00",NA,"29951.53",NA,"NO","University of Edinburgh",NA,"Roslin",NA,NA,NA,NA,"NoFlag","No",NA,2021-07-01,2021-12-31,"Tasneem Irshad","Aurora Pinas-Fernandez","Christine Tait-Burkard, Royal (Dick) School of Veterinary Studies",NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","Roslin ISPG 17/22 – Programme 2,DDI - Data Driven Innovation","The Roslin Institute"
2020,2021-03-24,"Unsuccessful","10749690","the desert in motion: ecological change and nomadic belonging in the northwestern sahara",NA,"CAHSS","School of Social and Political Science","UK - Research Council","economic and social research council","UNITED KINGDOM","research grants","Jacob Doherty","SOCIAL ANTHROPOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10749690",NA,114318.86,"67594.05","46724.81",NA,"91455.08",NA,"NO","University of Edinburgh","ESRC POSTDOCTORAL FELLOWSHIP (PDF) SCHEME COMPETITION 2020/21","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2022-09-30,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-03-23,"Pending","10757260","the equal pay for equal work principle in collective bargaining and its implications for economic efficiency and inequality",NA,"CAHSS","School of Economics","UK - Research Council","economic and social research council","UNITED KINGDOM","unknown","Juraj Briskar","ECONOMICS","https://ed-rmas.worktribe.com/record.jx?recordid=10757260",NA,121025.83,"74301.02","46724.81",NA,"96820.66",NA,"NO","University of Edinburgh","Postdoctoral Fellowship","ECONOMICS",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-03-19,"Successful","10641423","decoding hidden heritages in gaelic traditional narrative with text-mining and phylogenetics","This project will fuse deep, qualitative analysis with cutting-edge computational methods to decode, interpret and curate the hidden heritages of Gaelic traditional narrative. We will provide the most detailed account to date of similarities and differences in the countries' narrative traditions and, by extension, a novel understanding of their joint cultural history. Using recent advances in language technology, we will digitise, convert and make available a vast collection of folklore manuscripts in Irish and Scottish Gaelic. In turn, this new digital resource will catalyse ongoing research into Gaelic speech technology.

The main question that this project poses is: What can a large, digital collection of traditional narrative tell us about historical cultural exchanges between Scotland and Ireland? While we will examine different kinds of traditional narrative, we will concentrate upon International Tales in Irish and Scottish Gaelic. International Tales are folk narratives that are widely scattered across the world, such as Cinderella or Snow White. Some are amongst the oldest known facets of human oral culture, dating back 5000 years or more. Due to their age and their tendency to vary geographically, they can tell us a lot about relationships between different settlements of people. In this study, we use them as a vehicle for understanding early communication networks between Scotland and Ireland, as well as those that existed within each country.     

Through an approach known as text-mining, we will use artificial intelligence to search the tales for similar topics, phrases and other linguistic patterns. The matches that we find between texts will be correlated with what we know about the texts themselves. Using another approach, known as phylogenetic network analysis, we will comb relationships between the texts' themes and the people who produced them: for example, their genders, where they lived and what they did for work. In the end, we will combine the two approaches towards a unified account of Scottish and Irish oral narrative. This work will transform our understanding about Gaelic oral culture and disseminate unique archival material online to a diverse set of end-users. Finally, it will positively impact the sustainability of Gaelic-speaking communities through the creation and further stimulation of important language technologies (e.g. handwriting recognition, machine translation and automatic speech recognition).","CAHSS","School of Literatures, Languages & Culture","UK - Research Council","arts and humanities research council","UNITED KINGDOM","large grants","Will Lamb","CELTIC AND SCOTTISH STUDIES","https://ed-rmas.worktribe.com/record.jx?recordid=10641423","RA5625  RA5626",398992.88,"294883.34","102309.55","1800.00","319554.31","AH/W001934/1","YES","University of Edinburgh","UK-Ireland collaboration in digital humanities","LLC",NA,NA,NA,NA,"NoFlag","No",NA,2021-08-01,2024-07-31,"Laura Bonsall",NA,"Bea Alex, School of Literatures, Languages and Cultures","Kirsty Lingstadt, Library and University Collections Unit",NA,NA,NA,NA,"Durham University,Collaborator,HEI,UNITED KINGDOM|Dublin City University,Collaborator,HEI,IRELAND|University College Dublin,Collaborator,HEI,IRELAND|Indiana University, Bloomington,Collaborator,HEI,UNITED STATES",NA,NA,"-",NA
2020,2021-03-19,"Unsuccessful","10738583","memories of becoming: siblings, social mobility, and the lives of kinship in post-1945 philippines",NA,"CAHSS","School of Social and Political Science","UK - Charity","royal society of edinburgh","UNITED KINGDOM","research grant","Resto Cruz","SOCIAL & POLITICAL STUDIES","https://ed-rmas.worktribe.com/record.jx?recordid=10738583",NA,19688,"19688.00","0.00",NA,"19688.00","n/a emailed to funder","NO","University of Edinburgh","Research Re-boot (Covid-19 impact) Research Grants","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2021-06-01,2021-11-30,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covid-19",NA
2020,2021-03-19,"Unsuccessful","10743489","imperialist and empowering data: data ecosystems, evidence-based policy, and health advocacy in senegal",NA,"CAHSS","School of Social and Political Science","UK - Charity","independent social research foundation, the","UNITED KINGDOM","fellowship","Marlee Tichenor","SOCIAL POLICY","https://ed-rmas.worktribe.com/record.jx?recordid=10743489",NA,55764.96,"50695.42","5069.54",NA,"55764.96","none - email submission","NO","University of Edinburgh","Early Career Fellowship (ECF6)","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2022-02-01,2022-11-30,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-03-17,"Pending","10689624","developing hybrid learning ecologies through music improvisation",NA,"CAHSS","Edinburgh College of Art","Overseas - Other","australian research council","AUSTRALIA","general scheme","Raymond MacDonald","REID SCHOOL OF MUSIC","https://ed-rmas.worktribe.com/record.jx?recordid=10689624",NA,53896.24,"53896.24","0.00",NA,"0.00",NA,"NO","University of Monash","Data Trend Visualisation","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2022-06-01,2026-05-31,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,"University of Monash,Lead,HEI,AUSTRALIA",NA,NA,"-",NA
2020,2021-03-17,"Successful","10321409","intelligent ultrasound hand gesture recognition",NA,"CSE","School of Engineering","Overseas - Industry","huawei technologies co., ltd","CHINA","studentship","Jiabin Jia","INST OF DIGITAL COMMUNICATIONS","https://ed-rmas.worktribe.com/record.jx?recordid=10321409","RB1017",158000,"158000.00","0.00",NA,"158000.00","TC20210112018","NO","University of Edinburgh",NA,"ENG",NA,NA,NA,NA,"NoFlag","No",NA,2021-03-04,2023-03-03,NA,"Craig Sheridan",NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag AND AI Text Flag","DDI Hub - Bayes Centre",NA
2020,2021-03-15,"Unsuccessful","10768379","visual supports in mainstream secondary school:  implementation and evaluation of a visual supports resource and training pack",NA,"CMVM","Deanery of Clinical Sciences","UK - Charity","nuffield foundation","UNITED KINGDOM","general scheme","Sue Fletcher-Watson","CTR FOR CLINICAL BRAIN SCIENCE","https://ed-rmas.worktribe.com/record.jx?recordid=10768379",NA,151192.42,"151192.42","0.00",NA,"151192.42",NA,"NO","University of Edinburgh",NA,"CCBS",NA,NA,NA,NA,"NoFlag","Yes",NA,2022-04-01,2024-09-30,"Dawne Milligan",NA,NA,NA,NA,NA,NA,NA,"Lothian NHS Board,Collaborator,Government,UNITED KINGDOM",NA,NA,"Application Indicative Submitted,NHSL Subaward required",NA
2020,2021-03-12,"Successful","10467507","combined  ultrasonically  activated  water  stream  and  novel  disinfectant  for vcjd  decontamination  of re-usable  medical  instruments",NA,"CMVM","Deanery of Clinical Sciences","UK - Government","national institute for health research","UNITED KINGDOM","unknown","Marcelo Barria Matus","CTR FOR CLINICAL BRAIN SCIENCE","https://ed-rmas.worktribe.com/record.jx?recordid=10467507","RA5649",4409.84,"3433.80","976.04",NA,"4409.84","PR-R17-0916-23005","NO","University of Southampton",NA,"CCBS",NA,NA,NA,NA,"NoFlag","No",NA,2021-02-01,2021-12-31,"Dawne Milligan",NA,NA,NA,NA,NA,NA,NA,"University of Southampton,Lead,HEI,UNITED KINGDOM",NA,NA,"Award Indicative Successful",NA
2020,2021-03-11,"Successful","10770941","hydrogen economy in scotland through offshore renewable energy",NA,"CSE","School of Engineering","UK - Industry","wood group uk ltd","UNITED KINGDOM","wood group uk limited default scheme","David Ingram","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=10770941","R84190",30000,"30000.00","0.00",NA,"30000.00","IDCORE 2017 - Diana Jelenova","NO","University of Edinburgh",NA,"ENG",NA,NA,NA,NA,"NoFlag","No",NA,2018-06-04,2022-08-31,NA,"Andrew Aveyard",NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","DDI Hub - AgriTech Hub (Easter Bush)",NA
2020,2021-03-03,"Successful","10056097","rising from the depths: utilising marine cultural heritage in east africa to help develop sustainable social, economic and cultural benefits",NA,"CAHSS","School of History, Classics and Archaeology","UK - Research Council","arts and humanities research council","UNITED KINGDOM","large grants","Jon Henderson","HISTORY","https://ed-rmas.worktribe.com/record.jx?recordid=10056097","RA5385,  RA5386",968142,"471658.88","118539.00","377944.12","850101.23","AH/R005443/2","YES","University of Edinburgh","GCRF Area-Focused Network Plus 17 May 2017","HCA","Pre Award - Official Development Assistance","Pre Award - Global Challenges Research Fund",NA,NA,"GCRF","No",NA,2020-09-01,2022-09-30,"Charis Wilson",NA,"Jon Henderson, School of History, Classics and Archaeology",NA,NA,NA,NA,NA,"University of Cambridge,Collaborator,HEI,UNITED KINGDOM|University of Nottingham,Collaborator,HEI,UNITED KINGDOM|University of Roehampton,Collaborator,HEI,UNITED KINGDOM|University of York,Collaborator,HEI,UNITED KINGDOM|Bournemouth University,Collaborator,HEI,UNITED KINGDOM|University of Ulster,Collaborator,HEI,UNITED KINGDOM|Universidad Eduardo Mondlane,Collaborator,HEI,MOZAMBIQUE",NA,NA,"Pre Award - Official Development Assistance,Pre Award - Global Challenges Research Fund",NA
2020,2021-02-28,"Successful","10594178","social, economic and environmental entanglements in the digital economy","Chris Speed's time is covered by OxChain","CAHSS","Edinburgh College of Art","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","digital economy programme","Chris Speed","DESIGN","https://ed-rmas.worktribe.com/record.jx?recordid=10594178","RA5532",10000,"10000.00","0.00",NA,"8000.00","EP/N028198/1","NO","University of Edinburgh","Digital economy telling tales of engagement competition 2020","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2021-04-01,2022-03-31,"Emma Giles",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","DDI Hub - Edinburgh Futures Institute (EFI)",NA
2020,2021-02-26,"Successful","10723834","extending the record of ice-sheet change in antarctica from historical archives",NA,"CSE","School of GeoSciences","UK - Charity","leverhulme trust","UNITED KINGDOM","early career fellowships","Simon Kelley","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10723834","R47125",118000,"118000.00","0.00",NA,"118000.00","ECF-2021-484","NO","University of Edinburgh","LT Early Career Fellowship","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2024-08-31,"Daria Kitaeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award Indicative Successful",NA
2020,2021-02-26,"Unsuccessful","10723815","decoding biochar-microbial interactions for microbial electrochemical technology",NA,"CSE","School of GeoSciences","UK - Charity","leverhulme trust","UNITED KINGDOM","early career fellowships","Simon Kelley","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10723815",NA,118000,"118000.00","0.00",NA,"118000.00",NA,"NO","University of Edinburgh","Early Career Fellowships 2021","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2022-04-01,2025-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-02-25,"Unsuccessful","10536616","the new data economies of social enterprise",NA,"CAHSS","School of Social and Political Science","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","future leaders fellowships","Juli Huang","SOCIAL ANTHROPOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10536616",NA,1499796.08,"933109.42","556336.67","10350.00","1201906.86","MR/V041169/1","NO","University of Edinburgh","Future Leaders Fellowships: Round 6","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2022-02-01,2026-01-31,"Cheryl Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-02-25,"Unsuccessful","10679259","verifiable goal recognition for autonomous driving",NA,"CSE","School of Informatics","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","standard","Stefano Albrecht","SCHOOL OF INFORMATICS","https://ed-rmas.worktribe.com/record.jx?recordid=10679259",NA,138527.11,"83052.40","55474.71",NA,"110821.69",NA,"NO","University of Edinburgh","TAS Hub Pump Priming fund","INF",NA,NA,NA,NA,"NoFlag","No",NA,2021-04-12,2022-03-31,"Emma Giles",NA,"Ram Ramamoorthy, School of Informatics",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-02-25,"Unsuccessful","10684237","the family economy in early modern scotland, 1560-1750-mason-leverhulmeecf-february2021",NA,"CAHSS","School of History, Classics and Archaeology","UK - Charity","leverhulme trust","UNITED KINGDOM","early career fellowships","Cordelia Beattie","HISTORY","https://ed-rmas.worktribe.com/record.jx?recordid=10684237",NA,118000,"118000.00","0.00",NA,"118000.00",NA,"NO","University of Edinburgh",NA,"HCA",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2024-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","HCA - History (SA)"
2020,2021-02-19,"Pending","10464734","us-uk collab: integration of epidemiology economics and behaviour for better wildlife and farm management of disease",NA,"CMVM","Royal (Dick) School of Veterinary Studies","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","unknown","Rowland Kao","VETERINARY CLINICAL SCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10464734",NA,876849.73,"540026.59","336823.13",NA,"701479.78",NA,"NO","University of Edinburgh","UKRI open call for research and innovation ideas to address Covid-19","Roslin",NA,NA,NA,NA,"NoFlag","No",NA,2021-08-01,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,"University of Sheffield,Partner,HEI,UNITED KINGDOM|University of York,Partner,HEI,UNITED KINGDOM|Cardiff University,Partner,HEI,UNITED KINGDOM",NA,NA,"Roslin - Programme 2",NA
2020,2021-02-05,"Successful","10624932","selective serotonin reuptake inhibitors for stroke recovery",NA,"CMVM","Deanery of Clinical Sciences","UK - Government","national institute for health research","UNITED KINGDOM","unknown","Gillian Mead","UIPHSI","https://ed-rmas.worktribe.com/record.jx?recordid=10624932","R46930",7000,"7000.00","0.00",NA,"7000.00","NIHR133254","NO","University of Edinburgh","NIHR Incentive Awards Scheme 2020","CCBS",NA,NA,NA,NA,"NoFlag","Yes",NA,2021-02-01,2021-10-31,"Dawne Milligan",NA,NA,NA,NA,NA,NA,NA,"Lothian NHS Board,Collaborator,Government,UNITED KINGDOM",NA,NA,"NHSL Subaward required",NA
